,prices,rarity,mana_cost,colors,set
22456,0.02,uncommon,{2}{G}{G},['G'],tsr
22457,0.04,common,{U},['U'],bfz
22458,2.00,uncommon,{1}{R},['R'],ema
22459,0.19,uncommon,{5}{B},['B'],inv
22460,1.36,uncommon,{3}{W},['W'],sok
22461,0.01,common,{3}{W},['W'],mh2
22462,0.07,common,{1}{B},['B'],pcy
22463,0.08,uncommon,{3}{B}{G},"['B', 'G']",dgm
22464,0.90,special,{3}{W}{U}{B}{R}{G},"['B', 'G', 'R', 'U', 'W']",tsb
22465,0.24,uncommon,{2}{B},['B'],tmp
22466,0.12,common,{B},['B'],xln
22467,0.06,uncommon,{1}{U}{R},"['R', 'U']",grn
22468,0.07,uncommon,{B},['B'],uds
22469,0.10,uncommon,{1},[],8ed
22470,0.06,common,{5}{G},['G'],lgn
22471,0.20,uncommon,{2}{W}{W},['W'],csp
22472,0.03,common,{2}{B},['B'],soi
22473,0.18,uncommon,{2},[],usg
22474,0.20,common,{W}{W},['W'],m19
22475,,rare,{4}{B}{B},['B'],g18
22476,0.01,common,{5}{U}{R},"['R', 'U']",stx
22477,28.54,rare,,[],2xm
22478,0.09,rare,{2}{R}{W}{B},"['B', 'R', 'W']",iko
22479,0.25,uncommon,{3},[],mir
22480,,common,,"['B', 'G']",tmh2
22481,0.20,rare,{3}{G},['G'],con
22482,10.38,uncommon,{1}{B},['B'],ons
22483,0.20,rare,{4}{B}{B}{B},['B'],ima
22484,0.31,rare,{2}{W},['W'],ogw
22485,0.10,uncommon,{R}{R},['R'],jvc
22486,0.19,rare,{2}{U}{U},['U'],c21
22487,0.05,uncommon,{2}{R},['R'],ogw
22488,,uncommon,{4}{R}{R},['R'],tpr
22489,20.20,rare,{3}{U}{U},['U'],inv
22490,0.05,common,{1}{W}{W} // {1}{W},['W'],eld
22491,0.07,common,{W},['W'],jou
22492,0.34,rare,{3},[],mbs
22493,0.24,common,{1}{B},['B'],a25
22494,0.10,uncommon,{1}{W}{B},"['B', 'W']",hou
22495,0.11,uncommon,{1}{B}{B},['B'],bok
22496,0.01,uncommon,{5}{G},['G'],znr
22497,0.23,rare,{1}{B},['B'],aer
22498,9.31,common,,[],oarc
22499,0.04,common,{2}{W},['W'],2xm
22500,0.20,uncommon,{1}{U}{B},"['B', 'U']",ice
22501,0.24,common,{1}{W/P},['W'],mm2
22502,0.15,uncommon,{2}{G},['G'],bok
22503,0.28,common,{U},['U'],sth
22504,0.65,rare,{3}{U}{U},['U'],m21
22505,0.07,common,{2}{W},['W'],ice
22506,0.01,common,{3}{R}{R},['R'],tsr
22507,0.15,rare,{X}{W}{W}{W},['W'],cmr
22508,0.07,common,{2}{G},['G'],m19
22509,,rare,,[],vma
22510,0.25,uncommon,,[],jmp
22511,,common,{R},['R'],me1
22512,0.10,uncommon,{2}{R},['R'],ons
22513,8.17,mythic,{3}{B}{G},"['B', 'G']",uma
22514,1.06,uncommon,{1}{W},['W'],sok
22515,0.10,uncommon,{3}{G/U},"['G', 'U']",eve
22516,1.03,rare,,,mid
22517,0.30,rare,{2}{U}{U},['U'],cma
22518,0.77,rare,{2}{W}{W},['W'],znc
22519,0.12,rare,{2}{W},['W'],iko
22520,0.03,common,{1}{W},['W'],jmp
22521,0.29,rare,{2}{R}{R},['R'],m15
22522,0.45,rare,{5}{R}{R}{R},['R'],bbd
22523,0.10,uncommon,{B}{R}{G},"['B', 'G', 'R']",mm3
22524,5.83,rare,{2},[],akh
22525,3.25,rare,{4}{U},['U'],tsp
22526,0.02,common,{1}{W},['W'],2xm
22527,0.48,uncommon,{W}{W},['W'],ust
22528,,uncommon,{2},[],td2
22529,0.12,uncommon,{3}{W}{W},['W'],mor
22530,0.22,uncommon,{2}{R}{W},"['R', 'W']",afr
22531,,rare,{3}{G}{G},['G'],me3
22532,0.21,rare,{2}{G}{G},['G'],inv
22533,0.37,common,{2}{G},['G'],tor
22534,0.43,rare,{6},[],c21
22535,0.17,uncommon,{2},[],cns
22536,,common,,,amid
22537,,rare,,[],pmoa
22538,,uncommon,{2}{U}{U},['U'],y22
22539,4.77,rare,{1}{B}{B},['B'],eve
22540,0.07,common,{U}{R},"['R', 'U']",arb
22541,0.08,common,{2}{U},['U'],mir
22542,,mythic,{3}{R}{W},"['R', 'W']",hho
22543,0.03,uncommon,{2}{R}{R},['R'],afr
22544,2.69,mythic,{4}{U}{R},"['R', 'U']",c15
22545,0.03,common,{1}{R},['R'],iko
22546,0.18,uncommon,{2}{G},['G'],iko
22547,0.20,uncommon,{1}{B},['B'],afr
22548,1.01,rare,{W},['W'],ody
22549,0.10,common,{2}{U},['U'],csp
22550,3.35,uncommon,{2}{U},['U'],afc
22551,0.11,rare,{2}{G}{G},['G'],khc
22552,0.01,uncommon,{6},[],cmr
22553,23.29,rare,,,xln
22554,0.89,mythic,{3}{R},['R'],c21
22555,0.12,common,{3}{G},['G'],usg
22556,,rare,,[],pmoa
22557,0.02,common,{6},[],eld
22558,0.01,common,{3}{B},['B'],mh2
22559,0.07,uncommon,{1}{B}{R},"['B', 'R']",2xm
22560,0.09,common,{5}{B},['B'],dgm
22561,0.15,common,{2}{B},['B'],ulg
22562,2.95,uncommon,{3}{R},['R'],afc
22563,0.36,rare,{1}{W}{W},['W'],9ed
22564,12.04,mythic,{2}{W}{W},['W'],mma
22565,0.09,common,{2}{G},['G'],ddr
22566,0.18,rare,{6},[],dst
22567,0.21,uncommon,{3}{W/B},"['B', 'W']",eve
22568,0.09,uncommon,,[],hou
22569,0.36,uncommon,{5}{R}{R},['R'],m20
22570,0.11,common,{W},['W'],usg
22571,0.18,uncommon,{2}{G},['G'],avr
22572,0.11,common,,['B'],tdom
22573,0.09,common,{U},['U'],avr
22574,,common,,['W'],ttsr
22575,0.04,uncommon,{3}{U},['U'],afc
22576,0.12,common,{1}{R},['R'],jmp
22577,0.45,uncommon,{1}{U},['U'],cm2
22578,0.03,common,{1}{U},['U'],xln
22579,0.06,uncommon,{4}{R}{R},['R'],tsp
22580,0.11,common,{1}{G},['G'],znc
22581,,common,{1}{B},['B'],tpr
22582,1.94,rare,{1}{G},['G'],wwk
22583,0.72,mythic,{2}{U}{B},"['B', 'U']",mic
22584,0.36,common,,[],tori
22585,0.03,common,{4}{B},['B'],cns
22586,0.07,common,{1}{R},['R'],vow
22587,,common,,['G'],ttsr
22588,0.14,common,{2}{R},['R'],5dn
22589,0.02,common,{2}{R},['R'],m20
22590,0.13,uncommon,{2}{U}{R},"['R', 'U']",grn
22591,,rare,{1}{B},['B'],me1
22592,0.10,uncommon,{B/R}{B/R}{B/R},"['B', 'R']",mm2
22593,1.41,rare,{2},[],cmb2
22594,,common,,[],tund
22595,0.04,uncommon,{1}{U},['U'],mm2
22596,,common,,,astx
22597,0.10,common,,['U'],tzen
22598,0.21,mythic,{4}{U}{U},['U'],m15
22599,0.08,uncommon,{3}{W},['W'],m14
22600,54.62,uncommon,{3}{B},['B'],ptk
22601,5.02,rare,{4}{R}{R},['R'],c17
22602,0.12,common,{3},[],c13
22603,12.84,rare,,[],kld
22604,0.16,uncommon,{1}{R},['R'],evg
22605,0.02,common,{2}{U},['U'],m21
22606,0.20,common,{R},['R'],bok
22607,,common,,,amid
22608,0.06,common,{4}{R},['R'],ori
22609,0.18,uncommon,{3}{R}{G},"['G', 'R']",tmp
22610,0.22,rare,,[],war
22611,0.11,uncommon,{3},[],4ed
22612,16.00,mythic,{8}{U}{U},['U'],ima
22613,0.95,rare,{2}{R}{R}{R},['R'],avr
22614,0.18,rare,{1}{G},['G'],hou
22615,0.66,uncommon,{2}{R/G},"['G', 'R']",cmd
22616,,rare,{4},[],me3
22617,0.12,uncommon,{3},[],dtk
22618,8.54,rare,{1}{G}{W},"['G', 'W']",inv
22619,,common,,,amid
22620,0.03,common,{5}{U},['U'],soi
22621,0.13,rare,{4},[],m19
22622,0.02,common,{W},['W'],soi
22623,0.38,rare,{1}{R},['R'],grn
22624,1.30,rare,{1}{W},['W'],m12
22625,,common,,,avow
22626,0.09,uncommon,{2}{U},['U'],ddj
22627,0.12,common,{1}{R},['R'],wwk
22628,2.24,rare,{3},[],znr
22629,0.34,rare,{2}{G}{G},['G'],7ed
22630,1.27,mythic,{R}{R},['R'],roe
22631,1.60,uncommon,{4}{B}{B},['B'],bng
22632,0.05,common,{3}{G},['G'],chk
22633,,common,,,aznr
22634,0.24,rare,{1}{G}{G}{W},"['G', 'W']",mm3
22635,0.21,rare,{1}{G},['G'],afc
22636,0.09,common,{3}{U},['U'],ody
22637,0.10,common,,[],c21
22638,0.07,uncommon,{3}{R},['R'],cmr
22639,,mythic,{4}{B}{G}{U},"['B', 'G', 'U']",cm2
22640,0.16,uncommon,{4}{R}{R},['R'],eve
22641,0.10,uncommon,{1}{W}{W},['W'],9ed
22642,0.26,uncommon,{2},[],mmq
22643,1.24,uncommon,{3},[],dde
22644,0.25,uncommon,{3}{R}{R},['R'],cm2
22645,0.30,rare,{3}{U},['U'],voc
22646,,common,,[],wc01
22647,0.11,uncommon,,[],dom
22648,0.14,common,{1}{G},['G'],nem
22649,0.12,rare,{5}{W}{U},"['U', 'W']",tsr
22650,,uncommon,{6},[],me1
22651,0.01,common,{3}{R}{W},"['R', 'W']",stx
22652,,mythic,{5},[],vma
22653,0.07,common,{3}{R},['R'],m13
22654,0.13,uncommon,{3}{B} // {2}{G},"['B', 'G']",dgm
22655,0.01,common,{U},['U'],khm
22656,0.26,rare,{3}{R},['R'],afc
22657,0.08,uncommon,{G},['G'],mid
22658,0.02,common,{4}{R},['R'],xln
22659,0.05,common,{G},['G'],dde
22660,0.02,common,{1}{R},['R'],thb
22661,0.08,uncommon,{1}{W}{U},"['U', 'W']",bfz
22662,0.05,uncommon,{3}{R},['R'],nph
22663,5.60,rare,,[],cmr
22664,4.04,mythic,{3}{U}{B},"['B', 'U']",thb
22665,17.51,rare,{11},[],5dn
22666,4.23,rare,{1000000},[],unh
22667,0.23,common,{1}{R},['R'],tsr
22668,0.02,common,{1}{W},['W'],m20
22669,2.10,rare,{1}{B},['B'],nem
22670,0.16,rare,{6}{B},[],ogw
22671,0.28,uncommon,{W},['W'],ddg
22672,0.03,uncommon,{2}{B}{G},"['B', 'G']",kld
22673,4.94,rare,,[],pls
22674,0.99,common,,[],tmed
22675,1.32,rare,{4},[],2xm
22676,0.06,uncommon,{3},[],m11
22677,0.10,uncommon,{1}{B},['B'],scg
22678,0.01,common,{2},[],m20
22679,0.24,common,{4},[],und
22680,,rare,{2}{B}{B},['B'],me3
22681,0.02,common,{R},['R'],hou
22682,9.80,rare,{4}{U}{U},['U'],mm3
22683,0.06,common,{2}{W},['W'],gpt
22684,0.04,common,{R},['R'],bng
22685,0.21,rare,{3}{R}{G},"['G', 'R']",rna
22686,0.12,rare,{2}{G}{G},['G'],znc
22687,,common,,,amh2
22688,4.34,mythic,{2}{G}{W}{U},"['G', 'U', 'W']",eld
22689,,common,,,aafr
22690,1.54,mythic,{W}{B}{G},"['B', 'G', 'W']",ktk
22691,,common,,,aafr
22692,8.43,rare,{2}{R},['R'],c16
22693,0.26,common,{4},[],cns
22694,0.23,uncommon,,[],jvc
22695,0.05,common,{1}{R},['R'],dom
22696,0.01,common,{2}{R},['R'],bbd
22697,0.11,common,{2}{W},['W'],p02
22698,0.27,uncommon,{1}{W},['W'],mm2
22699,1.87,mythic,{3}{W}{W},['W'],isd
22700,0.13,uncommon,{4}{R},['R'],cmr
22701,7.71,rare,,[],iko
22702,0.10,uncommon,{2}{G},['G'],iko
22703,0.10,uncommon,{3}{G},['G'],ths
22704,7.16,rare,{1}{W},['W'],2xm
22705,67.81,mythic,{0},[],2xm
22706,,common,,['U'],tznr
22707,0.48,rare,{U}{R},"['R', 'U']",c17
22708,0.01,common,{1}{W},['W'],dom
22709,0.15,uncommon,{5}{G},['G'],shm
22710,0.74,uncommon,{U}{B},"['B', 'U']",gtc
22711,0.57,common,{W},['W'],leg
22712,0.31,rare,{2}{W}{U}{U},"['U', 'W']",dis
22713,0.13,common,{S},[],mh1
22714,0.01,common,{3}{U}{U},['U'],afr
22715,0.06,uncommon,{W}{B},"['B', 'W']",rna
22716,0.06,common,{1}{G},['G'],m15
22717,0.02,common,{2}{B},['B'],grn
22718,0.30,rare,{3},[],mrd
22719,,common,,[],tc19
22720,0.17,rare,{3}{U}{U},['U'],tsr
22721,0.24,uncommon,{1},[],a25
22722,,rare,{6}{G}{G},['G'],me2
22723,0.25,rare,{2}{B}{B},['B'],roe
22724,0.19,rare,{1}{R},['R'],inv
22725,0.15,common,{3}{B/G},"['B', 'G']",rav
22726,0.25,uncommon,{2}{G}{G},['G'],unh
22727,0.25,rare,{W},['W'],afc
22728,0.16,common,{1}{U},['U'],chk
22729,2.21,rare,{1}{R}{R},['R'],cmb2
22730,0.42,rare,{W}{B},"['B', 'W']",mh2
22731,1.86,rare,{2}{G},['G'],khc
22732,,common,,,akhm
22733,,common,,['R'],tcmr
22734,0.23,common,,['B'],temn
22735,0.02,common,{1}{G},['G'],m20
22736,0.12,uncommon,{5}{R},['R'],m15
22737,,mythic,{R}{R}{R}{R},['R'],pcel
22738,2.42,common,{1}{B},['B'],dom
22739,0.97,rare,{2}{G},['G'],c15
22740,0.08,uncommon,{2}{R}{G},"['G', 'R']",2xm
22741,0.24,rare,{3}{U},['U'],8ed
22742,0.14,common,{1}{W}{U},"['U', 'W']",pls
22743,29.00,uncommon,{1}{B},['B'],ptk
22744,0.13,uncommon,{R},['R'],chr
22745,0.02,common,{3}{W}{B},"['B', 'W']",rna
22746,,common,,"['R', 'W']",teld
22747,,common,{3}{W}{W},['W'],tpr
22748,0.22,common,{2}{U}{U},['U'],rav
22749,0.09,common,,[],cmr
22750,0.14,uncommon,{3},[],rtr
22751,0.08,common,{R},['R'],soi
22752,0.28,uncommon,{6}{U},['U'],ema
22753,0.17,uncommon,{W},['W'],ice
22754,,uncommon,{1}{W}{W},['W'],vma
22755,0.01,uncommon,{2}{R},['R'],stx
22756,0.13,uncommon,{3}{G}{U},"['G', 'U']",cmr
22757,,common,,,avow
22758,4.05,common,{3}{R},['R'],ptk
22759,0.20,uncommon,{3}{B},['B'],tmp
22760,8.62,rare,{1}{W}{W},['W'],ddg
22761,2.65,uncommon,{2}{R/W},"['R', 'W']",cma
22762,0.18,uncommon,{2}{W}{W},['W'],ice
22763,0.10,common,{1}{B}{B},['B'],avr
22764,0.10,uncommon,{3}{W},['W'],voc
22765,1.39,mythic,{2}{G}{G},['G'],ths
22766,0.22,rare,{2}{W},['W'],roe
22767,0.03,common,{3}{U},['U'],dtk
22768,4.50,uncommon,{R},['R'],ema
22769,0.05,common,{4}{B},['B'],ala
22770,0.09,common,,['R'],tzen
22771,0.15,uncommon,{U}{B}{R},"['B', 'R', 'U']",mm3
22772,1.94,rare,{2}{G}{G},['G'],znc
22773,0.16,uncommon,{2}{R}{G},"['G', 'R']",c18
22774,0.09,common,{3},[],ust
22775,0.13,uncommon,{1}{U},['U'],m20
22776,0.05,common,{2}{U},['U'],eld
22777,0.03,uncommon,{3}{R}{R},['R'],jou
22778,0.04,common,{2}{B}{B},['B'],dka
22779,2.75,common,,[],opca
22780,,common,{3}{R},['R'],vma
22781,1.61,rare,{G}{U},"['G', 'U']",stx
22782,10.77,rare,{3}{R}{R},['R'],c16
22783,0.09,common,{1}{R}{R},['R'],zen
22784,0.14,uncommon,{6}{R}{G},"['G', 'R']",znc
22785,0.48,rare,{3},[],mh1
22786,0.03,common,{2}{W},['W'],avr
22787,0.20,uncommon,{1}{U},['U'],m20
22788,0.48,common,,[],tm14
22789,0.17,rare,{1}{R}{R},['R'],ody
22790,0.03,uncommon,{3}{U},['U'],cmr
22791,0.01,common,{1}{W},['W'],jou
22792,0.17,rare,,[],afc
22793,0.23,uncommon,{G},['G'],usg
22794,6.01,rare,{2}{R},['R'],mir
22795,0.10,uncommon,{1}{R},['R'],jud
22796,0.01,uncommon,{1}{B},['B'],khm
22797,0.06,common,{3}{G}{G},['G'],exo
22798,0.07,uncommon,{3}{B}{B},['B'],tor
22799,0.09,common,{2}{U},['U'],ddu
22800,0.21,common,{U},['U'],9ed
22801,0.01,common,{2}{R},['R'],m21
22802,0.14,common,{1}{W/B},"['B', 'W']",eve
22803,0.21,uncommon,{1}{W},['W'],emn
22804,0.04,uncommon,{4}{B}{G},"['B', 'G']",rtr
22805,9.45,rare,{1}{U}{B},"['B', 'U']",neo
22806,0.27,rare,{1}{G},['G'],ala
22807,3.92,rare,{1}{U},['U'],mm2
22808,0.10,common,,['U'],tbng
22809,2.45,common,{1}{G},['G'],p02
22810,0.11,common,{B},['B'],plc
22811,0.02,common,{3}{W},['W'],znr
22812,0.14,rare,{2}{U}{U},['U'],c20
22813,0.02,uncommon,{2}{G},['G'],thb
22814,0.13,common,{2}{R},['R'],scg
22815,0.01,uncommon,{5}{G}{G},['G'],cmr
22816,0.02,uncommon,{5}{B},['B'],soi
22817,0.01,uncommon,{1}{R},['R'],thb
22818,0.67,common,,[],takh
22819,0.08,common,{3}{G},['G'],und
22820,0.42,rare,{1}{W},['W'],c18
22821,0.08,common,{2}{U}{U},['U'],ddn
22822,17.44,rare,{1}{B},['B'],ons
22823,0.09,uncommon,{6}{B},['B'],5dn
22824,2.80,rare,{2}{B},['B'],por
22825,17.81,rare,,[],pvan
22826,0.10,uncommon,{1}{B},['B'],eld
22827,,mythic,{1}{U}{B}{R},"['B', 'R', 'U']",c17
22828,7.80,mythic,{4}{U}{B},[],bfz
22829,0.19,uncommon,{4}{B},['B'],dom
22830,5.54,rare,{4}{W}{W},['W'],usg
22831,0.03,uncommon,{4}{R},['R'],jou
22832,,common,,,avow
22833,1.23,rare,{4},[],khm
22834,0.21,rare,,[],mbs
22835,5.42,rare,{X}{R}{R},['R'],usg
22836,,mythic,,[],htr19
22837,0.01,common,{4}{R},['R'],iko
22838,0.03,uncommon,{1}{W},['W'],vow
22839,,mythic,{2}{W}{W},['W'],tpr
22840,0.13,common,{1}{R},['R'],unh
22841,0.16,rare,{1}{U} // {W},"['U', 'W']",akh
22842,0.09,uncommon,{3},[],8ed
22843,0.43,mythic,{4}{W}{W},['W'],eld
22844,0.15,uncommon,{2}{W},['W'],bok
22845,,bonus,{0},[],vma
22846,0.15,common,{3}{G},['G'],pca
22847,0.10,uncommon,{3}{B},['B'],cma
22848,0.04,uncommon,{R},['R'],kld
22849,0.02,common,{3}{B}{B},['B'],uma
22850,0.46,rare,{1}{B},['B'],mor
22851,0.71,rare,{2}{R}{R},['R'],war
22852,0.11,uncommon,{3}{W}{B},"['B', 'W']",dgm
22853,0.24,uncommon,,[],stx
22854,2.16,rare,{6}{B},['B'],csp
22855,0.02,common,{1}{U},['U'],ori
22856,0.46,uncommon,{2}{B},['B'],s99
22857,0.19,rare,{U}{R},"['R', 'U']",grn
22858,1.08,rare,{1}{R},['R'],mh2
22859,1.43,rare,{3}{U},['U'],mmq
22860,0.23,uncommon,{1}{W}{U},"['U', 'W']",ody
22861,0.23,rare,{4}{G}{G},['G'],lgn
22862,888.33,rare,{2},[],2ed
22863,0.11,uncommon,{2}{W},['W'],m19
22864,0.22,rare,{5},[],isd
22865,0.25,uncommon,{2}{B},['B'],mh1
22866,,uncommon,{U}{B},"['B', 'U']",tpr
22867,0.16,common,{B},['B'],roe
22868,0.04,common,{1}{G},['G'],dom
22869,0.14,common,{1}{B},['B'],m19
22870,0.13,common,{W}{W},['W'],mir
22871,3.46,mythic,{6}{G}{G}{G},['G'],cmr
22872,0.02,common,{2}{U}{B},"['B', 'U']",grn
22873,3.22,rare,{4}{G}{G},['G'],ust
22874,0.01,common,{4}{B},['B'],rna
22875,0.10,rare,{4}{G}{G},['G'],m20
22876,0.01,common,{W},['W'],iko
22877,0.13,common,{2}{U},['U'],exo
22878,0.44,rare,{2}{R},['R'],aer
22879,0.01,common,{3}{W},['W'],grn
22880,0.11,common,{1}{R},['R'],iko
22881,2.32,common,,[],opca
22882,0.29,rare,{3}{B}{B},['B'],usg
22883,0.31,uncommon,,,mid
22884,0.04,common,{1}{G},['G'],csp
22885,12.87,rare,{B},['B'],2xm
22886,1.16,rare,{1}{U},['U'],cmb2
22887,2.57,rare,{7}{U}{U}{U},['U'],sok
22888,0.12,common,{2}{U},['U'],pcy
22889,,rare,{5}{R}{R},['R'],me4
22890,0.13,uncommon,{2}{U},['U'],mrd
22891,45.80,mythic,{B},['B'],cmr
22892,0.04,uncommon,{B}{G},"['B', 'G']",znr
22893,,common,{R},['R'],vma
22894,,common,{4}{W},['W'],me3
22895,4.27,rare,{6}{U}{U},['U'],ala
22896,0.10,uncommon,{X}{B},['B'],c21
22897,0.11,common,{1}{W},['W'],dis
22898,1.20,rare,{3}{U},['U'],c20
22899,0.01,common,{4}{G},['G'],mid
22900,1.31,rare,{3}{W}{U},"['U', 'W']",dom
22901,0.01,common,{1}{U},['U'],tsr
22902,0.01,common,,,vow
22903,0.22,uncommon,{1}{W},['W'],mir
22904,0.01,common,{3}{U},['U'],khm
22905,0.02,uncommon,{1}{B}{R},"['B', 'R']",m21
22906,0.14,uncommon,{3}{W}{U},"['U', 'W']",inv
22907,0.06,common,{1}{U},['U'],ice
22908,1.34,rare,{3}{U},['U'],ugl
22909,0.90,rare,{2}{B}{B},['B'],tsp
22910,0.02,common,{5}{R},['R'],rtr
22911,0.09,uncommon,{2}{G},['G'],akh
22912,0.05,common,{1}{U},['U'],10e
22913,0.06,uncommon,{2}{R},['R'],bbd
22914,0.10,uncommon,{4}{G},['G'],znc
22915,0.03,uncommon,{4}{R}{R},['R'],bng
22916,0.10,rare,{2}{G},['G'],dds
22917,,common,,[],wc02
22918,0.27,uncommon,{1}{G},['G'],bfz
22919,0.10,uncommon,{2}{R},['R'],grn
22920,1.22,rare,{3}{W}{W},['W'],c15
22921,0.53,rare,{2}{G}{G},['G'],ima
22922,0.18,rare,{1}{U},['U'],voc
22923,0.04,uncommon,{G}{U},"['G', 'U']",stx
22924,11.37,mythic,{1}{G}{U},"['G', 'U']",thb
22925,,common,,[],wc03
22926,0.03,common,{1},[],ddu
22927,0.44,common,{B},['B'],pca
22928,0.11,common,{1}{R},['R'],lgn
22929,,common,,,amid
22930,0.82,rare,{2}{G},['G'],khc
22931,4.34,rare,{2}{R/W}{R/W}{R/W},"['R', 'W']",hop
22932,0.39,uncommon,{2},[],dvd
22933,0.06,common,{2}{B},['B'],bok
22934,0.05,common,{4}{B}{R},"['B', 'R']",dgm
22935,3.63,rare,{3}{U}{U},['U'],cn2
22936,0.03,common,{2}{W},['W'],ima
22937,0.14,rare,{5},[],ddf
22938,0.34,rare,{4}{R},['R'],10e
22939,2.77,uncommon,{4},[],hop
22940,,common,,,astx
22941,,common,{3}{G},['G'],anb
22942,0.25,rare,{2}{R}{R},['R'],tor
22943,1.07,mythic,,,stx
22944,,common,,['G'],tpca
22945,0.11,common,{1}{G}{G},['G'],5ed
22946,13.92,rare,{1}{B}{B},['B'],cc2
22947,0.08,common,{1}{B},['B'],pls
22948,,common,,,avow
22949,0.12,uncommon,{3}{U}{R},"['R', 'U']",apc
22950,0.12,uncommon,{1}{B},['B'],mmq
22951,,mythic,{0},[],vma
22952,0.17,rare,{1}{G},['G'],c21
22953,0.22,rare,{1}{U}{U},['U'],pls
22954,0.05,common,{3}{W},['W'],tsp
22955,2.43,rare,{5},[],ust
22956,0.01,common,{1}{U},['U'],xln
22957,0.25,rare,{3}{G}{G},['G'],m13
22958,0.24,rare,{2}{U}{R},"['R', 'U']",gpt
22959,0.02,common,{B},['B'],emn
22960,0.14,common,{4}{B}{R},"['B', 'R']",ddh
22961,,common,,['U'],tc16
22962,0.27,uncommon,,[],cmr
22963,,common,,[],tmh2
22964,0.10,rare,{2}{G}{G},['G'],jmp
22965,0.13,uncommon,{2}{G},['G'],dis
22966,,common,{1}{B},['B'],vma
22967,0.10,common,{R},['R'],jou
22968,0.19,rare,{3}{W},['W'],c21
22969,1.58,rare,{3}{G}{G},['G'],vis
22970,0.01,common,{1}{G},['G'],m21
22971,0.26,rare,{R}{W}{B},"['B', 'R', 'W']",c20
22972,0.27,rare,{1}{R}{R},['R'],tor
22973,0.14,rare,{2}{W},['W'],c19
22974,0.24,uncommon,{U},['U'],unh
22975,0.24,rare,{4}{U},['U'],c20
22976,,uncommon,{1}{W},['W'],me1
22977,0.13,uncommon,{2}{G},['G'],ody
22978,0.33,uncommon,{2}{U}{U},['U'],lgn
22979,,common,{1}{R}{R},['R'],me1
22980,0.23,common,,[],trix
22981,0.11,rare,{2}{R},['R'],s99
22982,0.19,common,{1}{W}{U},"['U', 'W']",arc
22983,,mythic,{R}{R},['R'],ddk
22984,0.16,rare,{X}{R},['R'],c19
22985,,rare,{2}{B},['B'],unf
22986,,mythic,{4},[],vma
22987,0.37,rare,{3},[],4ed
22988,0.02,uncommon,{2}{R},['R'],thb
22989,6.82,rare,,[],dka
22990,0.37,rare,{4},[],mbs
22991,,common,{1}{G},['G'],j21
22992,0.31,rare,{1}{W},['W'],khm
22993,0.02,uncommon,{4}{G}{G},['G'],kld
22994,4.59,mythic,{U}{U}{U}{U},['U'],afr
22995,0.11,common,{1}{G},['G'],tmp
22996,0.46,rare,{2}{R}{R},['R'],thb
22997,0.96,uncommon,,[],ody
22998,0.03,common,{1}{G},['G'],bfz
22999,0.16,rare,{G},['G'],4ed
23000,0.01,common,{3}{R},['R'],eld
23001,0.14,uncommon,{W},['W'],usg
23002,4.74,rare,{R},['R'],usg
23003,21.53,mythic,{8},[],m21
23004,0.26,common,{G},['G'],exo
23005,0.07,common,{2}{U},['U'],all
23006,0.01,common,{2}{B},['B'],rna
23007,0.24,rare,{2}{U}{U},['U'],chk
23008,,uncommon,{R}{G},"['G', 'R']",tpr
23009,0.16,uncommon,{2}{R},['R'],avr
23010,0.01,common,{2}{U},['U'],vow
23011,0.31,uncommon,{2}{G},['G'],mh2
23012,0.21,uncommon,{3}{B},['B'],gnt
23013,0.09,uncommon,{2}{W},['W'],dis
23014,4.09,rare,{2}{B}{B},['B'],c17
23015,0.12,rare,{2}{B},['B'],cmr
23016,0.12,common,,[],ody
23017,0.24,rare,{3}{B}{B},['B'],thb
23018,,uncommon,{4},[],me2
23019,49.99,rare,{5}{B},['B'],ptk
23020,0.01,uncommon,{2}{R},['R'],mh2
23021,0.11,uncommon,{W},['W'],eld
23022,0.67,rare,{3}{R}{R}{R},['R'],ala
23023,0.03,uncommon,{3}{G}{G},['G'],mic
23024,0.02,common,{4}{G},['G'],bng
23025,0.06,common,{2}{U},['U'],xln
23026,0.26,common,{1}{U},['U'],c19
23027,0.45,rare,{U}{B},"['B', 'U']",ust
23028,0.45,rare,{2}{B}{B},['B'],jmp
23029,0.02,uncommon,{2}{R},['R'],c19
23030,0.58,rare,{3}{B}{B},['B'],mmq
23031,,common,,[],tkhm
23032,0.65,rare,{1}{U},['U'],mid
23033,,common,,,amid
23034,39.92,rare,{2}{G},['G'],leg
23035,0.06,common,{1}{G},['G'],bng
23036,0.01,common,{1}{W},['W'],eld
23037,,rare,{3}{G},['G'],me4
23038,0.12,uncommon,,[],a25
23039,0.21,rare,{3}{W}{W},['W'],ust
23040,0.21,rare,{6}{R}{R},['R'],tor
23041,0.24,rare,{2}{G}{G},['G'],9ed
23042,0.01,common,{W},['W'],xln
23043,0.52,uncommon,,[],c14
23044,0.14,uncommon,{R},['R'],4ed
23045,0.37,rare,{4}{W},['W'],mic
23046,0.42,uncommon,{1}{W}{B},"['B', 'W']",bfz
23047,0.10,uncommon,{3}{W}{W},['W'],sth
23048,0.08,common,{1}{R/G},"['G', 'R']",gtc
23049,9.52,rare,{1}{U}{U},['U'],rav
23050,0.24,uncommon,{1}{G},['G'],jmp
23051,,uncommon,{2}{R},['R'],me1
